OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,SHAPE_Length
1134,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1140,Farrell to Reece,Operational,220,Tasmania,5,20120710,,0.412522013
1135,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1141,Farrell to Reece,Operational,220,Tasmania,5,20120710,,0.412522013
1136,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1142,Sheffield to Railton,Operational,110,Tasmania,5,20120710,,0.131637658
1137,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1143,Sheffield to Railton,Operational,110,Tasmania,5,20120710,,0.131637658
1138,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1144,George Town to Hadspen,Operational,220,Tasmania,5,20120710,,0.520797954
1139,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1145,George Town to Starwood,Operational,110,Tasmania,5,20120710,,0.0557843
1140,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1146,Hadspen to Trevallyn,Operational,110,Tasmania,5,20120710,,0.087253272
1141,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1147,Lake Echo Tee to Waddamana,Operational,110,Tasmania,5,20120710,,0.178885368
1142,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1148,Chapel Street to New Norfolk,Operational,110,Tasmania,4,20120710,,0.194928813
1143,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1149,Derwent Bridge to Tungatinah,Operational,110,Tasmania,5,20120710,,0.165236283
1144,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1150,Tungatinah to New Norfolk,Operational,110,Tasmania,5,20120710,,0.793559126
1145,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1151,Studland Wind Farm to Studland Substation,Operational,22,Tasmania,1,20120710,,0.083780694
1146,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1152,Lemonthyme Power Station to Lemonthyme Substation,Operational,220,Tasmania,5,20120710,,0.000408246
1147,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1153,Sheffield to Lemonthyme,Operational,220,Tasmania,5,20120710,,0.343101322
